Id,Título,Questão,Tags,Pontuação,Visualizações
"27177","O que é callback?","<p>Vejo em muitos códigos e até mesmo arquiteturas a palavra callback, vejo que é em funções JavaScript.</p>

<ul>
<li>Mas o que é?</li>
<li>Como é usada?</li>
<li>Por que?</li>
</ul>

<p>Gostaria de um exemplo de uso real.</p>
","<javascript><terminologia><callback>","146","48560"
"2477","Por que devo usar apenas um ""return"" em cada função?","<p>É comum vermos a recomendação de usar apenas um <code>return</code> por função/método. Mas isso parece algo sem sentido e deixa o código mais confuso em muitos casos.</p>

<h3>Veja os exemplos:</h3>

<p>Forma como eu costumo fazer:</p>



<pre class=""lang-c prettyprint-override""><code>if (cond)
    return 0;
else
    return 1;
</code></pre>

<p>Forma como é recomendado:</p>

<pre class=""lang-c prettyprint-override""><code>int resultado;
if (cond)
    resultado = 0;
else
    resultado = 1;
return resultado;
</code></pre>

<p>Por que há essa recomendação? O que se ganha em usar um único <code>return</code>?</p>
","<funções><estilo-de-codificação><return>","145","4702"
"7257","Como proteger o código fonte?","<p>Estou pensando em fazer uma aplicação para vender, gostaria de saber como proteger meu código fonte para manter meu software seguro.</p>

<p>Eu vi que os bytecodes do Java, armazenados no arquivo <code>.class</code> são facilmente convertidos de volta para <code>.java</code> usando a ferramenta <a href=""http://jd.benow.ca/"" rel=""noreferrer"">Java Decompiler</a></p>

<p>Os <code>.class</code> podem ser facilmente encontrados dentro de um <code>.jar</code> para o caso dos desktops, ou até mesmo em um <code>.apk</code>, conforme mostrado <a href=""https://stackoverflow.com/q/3593420/1964435"">nesse post</a>.</p>

<p>Como fazem os milhões de aplicativos no Google Play para protegerem seus códigos fontes? Pois deixá-los expostos me parece meio inseguro, ou não é? Se sim (se é inseguro), tem como eu desenvolver aplicações que mantenham escondido o código fonte em Java para desktop e Android?</p>

<p><strong>EDIÇÃO</strong></p>

<p>A resposta do @mgibsonbr me convenceu de não ser paranoico e querer proteger todo o código fonte, entretanto existem alguns pontos da aplicação que <strong>não podem</strong> ser revelados por motivo de segurança dos dados, por exemplo:</p>

<pre><code>try {
    String url = ""jdbc:mysql://mysql01.meudominio.com/bd"";
    Class.forName(""com.mysql.jdbc.Driver"");
    conn = DriverManager.getConnection(url,""usuario"",""senha"");
    System.out.println(""Remote database connection established"");
}
</code></pre>

<p>Imaginem o estrago se alguém tiver o endereço, o usuário e a senha do seu banco de dados.</p>

<p>Nos comentários o @mgibsonbr tentou responder essa minha dúvida, mas eu não entendi, ou talvez eu não tenha deixado a dúvida clara, enfim.</p>

<p>Sobre o ofuscador, através de testes pude ver que ele funciona. Entretanto tenho dúvidas se ele é mesmo a solução que eu procuro ou se a solução na verdade é remodelar o meu software de uma maneira que não guarde no código fonte nenhum tipo de informações que exijam segredo como por exemplo usuário, senhas e endereços de BD.</p>

<p>Se a solução for remodelar o software, por favor me expliquem como manter um arquivo externo ao código fonte de uma maneira que não seja possível o <em>hacker</em> copiar a parte do meu código fonte que faz a leitura desse arquivo externo, tendo então o código que consegue ler o arquivo, da mesma maneira que meu software faz.</p>
","<java><android><segurança><descompilação><ofuscação>","143","15330"
"13364","Qual a diferença entre as funções var name = function() e function name()?","<p>Vejo em alguns códigos diferentes maneiras de definir uma função, mas desconheço a diferença se é que existe. Qual a diferença entre estas funções?</p>

<p><strong>Função 1</strong></p>

<pre><code>function teste(valor){
    return (valor &gt; 1) ? true : false;
}
</code></pre>

<p><strong>Função 2</strong></p>

<pre><code>var teste = function(valor){
    return (valor &gt; 1) ? true : false;
}
</code></pre>
","<javascript>","134","4489"
"8315","Quais as diferenças entre Git, SVN e CVS?","<p>Quais as vantagens, limitações e principais diferenças entre esses 3 sistemas de versionamento, Git, SVN e CVS?</p>
","<git><versionamento><svn>","130","18463"
"11183","Quais as principais diferenças entre SOAP, REST?","<ul>
<li>Quais as principais diferenças entre esses tipos de Web Service? </li>
<li>Em quais casos se aplicam?</li>
<li>Existe alguma diferença de performance?</li>
</ul>
","<web-service>","125","85346"
"32448","Qual a diferença entre parâmetro e argumento?","<p>Sempre utilizei os termos ""parâmetro"" e ""argumento"" como se fossem sinônimos: aquilo que é passado para uma função e/ou que a função recebe como entrada. Da mesma forma, tenho lido um e outro termo, em inglês e português, ora sendo usado um ora outro, mas não consegui perceber nenhum critério na escolha entre um e outro.</p>

<p>Há diferença entre eles? Ou são sinônimos mesmo? Já cheguei a pensar que ""parâmetro"" era o único termo correto (pois é usado na matemática) e que ""argumento"" era algum erro de tradução, mas depois percebi que não é o caso (em inglês também temos ""<em>parameter</em>"" e ""<em>argument</em>""). Qual a forma correta de se usar esses termos?</p>
","<parâmetros><terminologia><argumento>","123","13937"
"7","Qual a diferença entre os operadores == e === em JavaScript?","<p>Estou com o seguinte código em JavaScript:</p>

<pre class=""lang-javascript prettyprint-override""><code>var x = 0;

if (x === false) {
  // não acessa
}

if (x == false) {
  // acessa
}
</code></pre>

<ul>
<li>Por que a expressão com o operador <code>==</code> retorna <code>true</code> e com o operador <code>===</code> retorna <code>false</code>? </li>
<li>Qual é a diferença entre os dois operadores?</li>
</ul>
","<javascript><operadores>","122","16944"
"101691","O que é linguagem de programação, IDE e compilador?","<p>Iniciar em programação nem sempre é fácil, além de termos que aprender a ""escrever o código"", existem dezenas de termos, tecnologias, entre outras coisas que precisam ser estudadas.</p>

<p>Visando ajudar quem está começando, minha pergunta é: o que é uma linguagem de programação, uma IDE e um compilador? Qual a relação entre esses itens?</p>
","<terminologia><ide><independente-de-linguagem><compiladores><ciência-da-computação>","122","32820"
"13890","Como escrever um código legível e de fácil manutenção?","<p>Como saber se o código é de fácil leitura e manutenção? Costumo abstrair grande parte dos meus códigos, tenho costume de usar muito <strong>funções lambda</strong> no C#. Como essa função para validação de CPF.</p>

<hr>

<pre><code>public bool ValidacaoCPF(int[] cpf)
{
    int DV1 = 0, DV2 = 0, aux = 10;

    if (!cpf.All(x =&gt; x == cpf.First())) //Verifica se todos os números são iguais
        if (cpf[9] == ((DV1 = (cpf.Take(9).Sum(x =&gt; (x * aux--)) % 11)) &lt; 2 ? 0 : 11 - DV1)) //Cálculo do primeiro digito verificador
            return cpf[10] == (((aux = 11) * 0) + (DV2 = (cpf.Take(10).Sum(x =&gt; (x * aux--)) % 11)) &lt; 2 ? 0 : 11 - DV2); //Cálculo do segundo digito verificador

    return false;
}
</code></pre>

<p>Nesse exemplo comentei para facilitar quem for realizar leitura ou alteração no código.</p>

<ul>
<li>A solução seria comentar e/ou utilizar a quantidade mínima possível de funções prontas (que agilizam muito desenvolvimento)?</li>
<li>Quais outras técnicas podem ser usadas para melhorar a legibilidade do código?</li>
</ul>
","<c#><linq><estilo-de-codificação>","118","4010"
"6626","Como criar um site sem recarregar a cada clique num link?","<p>Estou querendo desenvolver um site que rode todo no mesmo arquivo, mas não sei bem como procurar material de estudo para isso.</p>

<p>Assim:</p>

<p>Site normal->estou na página Index.php. Quando clico no menu ""Portfólio"", por exemplo, ele vai e carrega o arquivo Porfolio.php.</p>

<p>Site que eu quero fazer->estou na página Index.php. Quando eu clico no menu ""Portfólio"", o site faz uma animação (fade, side-scroll, etc) e mostra o conteúdo do Portfólio, sem a necessidade de carregar outro arquivo.</p>

<p>Alguém pode me dar uma luz? Já trabalhei com sites feitos em uma página só, mas são no modelo One Page Scroll Website.</p>

<p>Acredito que eu precise trabalhar com o AJAX, mas não tenho certeza ainda.</p>
","<javascript><php><jquery><ajax>","115","10723"
"1828","Como fazer um algoritmo fonético para o português brasileiro?","<p>Para facilitar a busca de informações comumente grafadas erradas, usamos <a href=""http://pt.wikipedia.org/wiki/String_Fon%C3%A9tica"" rel=""noreferrer"">algoritmos fonéticos</a>. Um recurso que é extremamente útil mas que costuma ser negligenciado, especialmente fora da língua inglesa onde existem alguns algoritmos conhecidos como os citados na <a href=""http://en.wikipedia.org/wiki/Phonetic_algorithm"" rel=""noreferrer"">Wikipedia</a><sup>(en)</sup>, particularmente o <strong>Soundex</strong> disponível em diversos DBs e linguagens.</p>

<p>Temos particularidades na nossa língua que inviabilizam o uso de algoritmos de outras línguas. Na verdade é até mais regionalizado. Um <strong>algoritmo que funciona para o Brasil</strong>, não funciona para Portugal e talvez para outros países lusófonos. Tenho até dúvidas se precisaria de especializações para o <a href=""http://pt.wikipedia.org/wiki/Dialeto_da_costa_norte"" rel=""noreferrer"">cearense</a>, <a href=""http://pt.wikipedia.org/wiki/Dialeto_ga%C3%BAcho"" rel=""noreferrer"">gaúcho</a> ou mesmo para o <a href=""http://seumukifo.blogspot.com.br/2009/12/dicionario-piracicabano.html"" rel=""noreferrer"">piracicabano</a> e <a href=""http://www.aprovincia.com.br/conversa-de-pescador/cultura-caipira/delicias-do-diferenciado-falar-caipira/"" rel=""noreferrer"">adjacências</a> (de centenas de quilômetros :) ), só para citar alguns.</p>

<ul>
<li>Existe alguma fonte oficial, um estudo conclusivo de como deveria ser o nosso algoritmo fonético?</li>
<li>Baseado nesses estudos ou por experiência, como seria esse algoritmo? Podemos aproveitar alguma variante do <a href=""http://en.wikipedia.org/wiki/Soundex"" rel=""noreferrer"">Soundex</a>, <a href=""http://en.wikipedia.org/wiki/Metaphone"" rel=""noreferrer"">Metaphone</a> ou outro algoritmo consagrado da língua inglesa, só trocando os fonemas?</li>
<li>Podemos ou devemos usar (opcionalmente) fonemas estrangeiros comuns também, já que usamos nomes estrangeiros?</li>
<li>Estou interessado no algoritmo em si, portanto, como desenvolvê-lo em detalhes (não basta linhas gerais que já tem informação suficiente), um pseudo-código ou código real em alguma linguagem seria útil mas não funadamental.</li>
</ul>

<p>Já que posso portar código de quase qualquer linguagem <em>mainstream</em>, e de fato eu vou (e outros poderão) usar em algumas linguagens diferentes, não me importa se está em C, C++, C#, Java, Javascript, PHP, Perl, Python, Ruby, Lua, Delphi, Go, D, Scala, F#, ou variantes de BASIC, xBase (Clipper, Harbour, FoxPro), SQL, etc. ou até COBOL :). Use o que já possui ou sinta-se mais confortável.</p>

<p>Note que o melhor algoritmo é o que vale, não a implementação, por isso não me importa a linguagem. O mesmo algoritmo em linguagem diferente será considerado duplicado.</p>

<p>Algumas referências que eu conheço <sub>(algumas são bem ruins)</sub>:</p>

<ul>
<li><a href=""http://www.brunoportfolio.com/arquivos/pdf/BuscaBR_Fonetica.pdf"" rel=""noreferrer"">Busca Fonética em Português do Brasil</a></li>
<li><a href=""http://www.uniritter.edu.br/graduacao/informatica/sistemas/downloads/tcc2k9/TCCII_2009_1_Roni.pdf"" rel=""noreferrer"">Recuperação De Informações por Similaridade de Fonemas Adaptada à Língua Portuguesa</a></li>
<li><a href=""http://www.devmedia.com.br/forum/soundex-em-portugues/274192"" rel=""noreferrer"">exemplo em Delphi</a></li>
<li><a href=""http://www.linhadecodigo.com.br/artigo/2237/implementando-algoritmo-buscabr.aspx"" rel=""noreferrer"">exemplo em C#</a></li>
<li><a href=""http://eduardospaki.blogspot.com.br/2011/07/fonetica-sql-server.html"" rel=""noreferrer"">outro exemplo em C#</a></li>
<li><a href=""http://www.macoratti.net/sql_sdex.htm"" rel=""noreferrer"">exemplo VB.NET</a></li>
<li><a href=""http://informatica.varzeapaulista.sp.gov.br/metaphone/"" rel=""noreferrer"">exemplo em PHP</a></li>
<li><a href=""https://github.com/timotta/elasticsearch-fonetica-portuguesa"" rel=""noreferrer"">exemplo em Java</a></li>
<li><a href=""https://github.com/MagoMatematico/Fonetico"" rel=""noreferrer"">outro exemplo em C#</a></li>
<li><a href=""https://github.com/quicoli/Fonetiza"" rel=""noreferrer"">mais um em C#</a>.</li>
</ul>

<p><sup>Apesar de ter aceito uma resposta, acho que ainda pode surgir algo melhor e estou disposto a mudar a aceitação caso isto ocorra. Ainda quero ver sua resposta.</sup></p>
","<string><algoritmo><português-do-brasil><soundex><algoritmo-fonético>","113","13519"
"1946","É sempre garantido que uma aplicação com múltiplas threads rode mais rápido que usando uma única thread?","<p>É possível observar em alguns casos que a separação de tarefas em múltiplas <em>threads</em> não dá ganho e até torna uma aplicação mais lenta que o uso em <em>thread</em> única. Não deveria sempre ter ganho de performance quando tem vários processadores (não necessariamente <em>chips</em>)?</p>

<p>O ganho ocorre em alguma situação quando só existe <strong>um</strong> processador (ou core) na máquina?</p>

<p>É possível paralelizar qualquer tarefa e obter ganho de performance?</p>
","<concorrência><desempenho><multithreading><paralelismo><otimização>","113","3859"
"35547","HTML é uma linguagem de programação?","<p>Não é minha intenção trazer a confusão dos outros para o site, porém ficou uma dúvida minha (interna, daquelas coisas que se tem certeza e depois vem alguém e faz uma pergunta que mexe com as certezas antigas). Vi <a href=""http://spectrum.ieee.org/computing/software/top-10-programming-languages"">neste</a> site, a classificação do Top 10 das linguagens de programação, e notei que para algumas pessoas HTML é uma linguagem de programação e para outras não.</p>

<h3>Dúvida:</h3>

<p>HTML é uma linguagem de programação ou não?</p>
","<html><característica-linguagem><terminologia>","110","24013"
"1859","Como funcionam Closures em JavaScript?","<p>Sempre quis saber como funcionam Closures em JavaScript, já li algumas definições mas nunca entendi muito bem.</p>

<p>Vocês poderiam me dar uma explicação simples, objetiva mas com conteúdo?</p>
","<javascript><closures>","110","6970"
"19548","O que realmente é DDD e quando ele se aplica?","<p>Quando estudei MVC pela primeira vez no livro falava muito sobre DDD (Domain-Driven Design). Pelo que eu entendi na época, a ideia do DDD era simplesmente programar o software com foco no desenvolvimento da camada de domínio. </p>

<p>Depois disso, lendo sobre o processo de análise e projeto em orientação a objetos tive a impressão de que sempre que programamos um software orientado a objetos damos essa ênfase na camada de domínio, começando por ela e usando os requisitos pra montar ela corretamente.</p>

<p>Isso faz parecer que o DDD prega basicamente a mesma coisa que o processo de análise e projeto em orientação a objetos. Dessa forma, o que realmente é o DDD e quando ele se aplica de verdade? Quais as vantagens de se usar DDD em um projeto?</p>

<p>Eu sei que existe um livro chamado ""Domain-Driven Design: Tackling Complexity in the Heart of Software"", mas por ser um livro muito extenso nunca consegui parar pra ler ele. Existe alguma referência mais resumida sobre o assunto?</p>
","<orientação-a-objetos><modelagem><engenharia-de-software><ddd>","107","23245"
"11018","Como representar dinheiro em JavaScript?","<p>Qual a melhor forma de se representar unidades monetárias (i.e. dinheiro) em JavaScript? Sei que não é bom usar ponto flutuante, dado o problema de arredondamento, mas não sei qual seria a melhor alternativa. Outras linguagens têm tipos <code>Decimal</code> como <em>built-ins</em>, mas até onde eu saiba não tem nada padronizado (ou amplamente utilizado) para esse propósito em JavaScript.</p>

<p>Até o momento, tenho usado inteiros para representar centavos, e feito toda formatação/conversão na mão. Há uma maneira melhor, ou mais ""limpa""?</p>

<p><strong>Detalhes adicionais:</strong> estou buscando uma resposta canônica - haja vista que esse é um requisito comum com o qual muitos de nós precisamos lidar, e que frequentemente é feito de forma incorreta. Uma boa resposta pode tanto ser uma indicação de biblioteca - desde que bem <strong>embasada</strong> - quanto um <em>guideline</em> para se implementar manualmente (caso a resposta certa seja ""depende"", i.e. não exista uma forma canônica para isso).</p>

<p>Exemplos de critérios a serem considerados (não exaustivo):</p>

<ol>
<li><strong>Confiabilidade</strong>  - essa representação produz resultados corretos em operações matemáticas envolvendo unidades monetárias (ex.: arredondamento correto)? se comporta bem em casos limite?</li>
<li><strong>Interoperabilidade</strong> - é simples converter de e para um formato aceito pelo servidor e/ou sistemas externos (em geral, um decimal sem separador de milhar e usando o ponto <code>.</code> para separar a parte inteira da fracionária)?</li>
<li><strong>Robustez</strong> - se o usuário entrar com os dados incorretamente (ex.: usando o ponto ou a vírgula de forma incorreta/inconsistente, colocando ou não o cifrão, etc) a conversão para esse formato interpreta a entrada corretamente e/ou falha consistentemente?</li>
<li><strong>Apresentação</strong> - é simples formatar esse tipo de dados para ser apresentado ao usuário?</li>
</ol>
","<javascript><ponto-flutuante><valor-monetário><tipagem>","104","11322"
"43193","Dúvida com charset=iso-8859-1 e utf8","<ul>
<li>A 1ª Imagem utilizo o charset=iso-8859-1</li>
</ul>

<p><kbd><img src=""https://i.stack.imgur.com/D7i0G.png"" alt=""exemplo com charset=iso-8859-1""></kbd></p>

<ul>
<li>Nesta 2ª imagem utilizo o utf8</li>
</ul>

<p><kbd><img src=""https://i.stack.imgur.com/ypnrp.png"" alt=""exemplo com charset=utf-8""></kbd></p>

<p>Tenho um sistema de notícias em que é possível colar html ou texto de outras páginas.
Na página em que as noticias são apresentadas utilizo o <code>charset=iso-8859-1</code> por causa da acentuação mas ao utilizar este charset os menus e restantes títulos ficam alterados devido à acentuçao.</p>

<p>Precisava da vossa ajuda para saber se é possivel ter dois metas charset na mesma página ou numa parte da página ou outra forma de contornar a situção.</p>

<p>Para além disso tenho dois ficheiros de conexao:</p>

<pre><code>global $databases;
$databases = array( 
    'local' =&gt; array
    (
            'host'=&gt;'localhost',
            'port'=&gt;3306,
            'dbname'=&gt;'noticiass',
            'user'=&gt;'root',
            'password'=&gt;''
    )
);
</code></pre>

<p>mysql.php</p>

<pre><code>Class mysql
{

    public $query;
    public $data;
    public $result;
    public $rows;   
    public $page = 0;
    public $perpage = 10;
    public $current = 1;
    public $url;
    public $link = '';
    public $total = '';
    public $pagination = false;

    protected $config;
    protected $host;
    protected $port;
    protected $user;
    protected $pass;
    protected $dbname;
    protected $con;



    public function __construct()
    {
        try
        {
            #array com dados do banco
            include 'database.conf.php';
            global $databases;
            $this-&gt;config = $databases['local'];
            # Recupera os dados de conexao do config
            $this-&gt;dbname = $this-&gt;config['dbname'];
            $this-&gt;host = $this-&gt;config['host'];
            $this-&gt;port = $this-&gt;config['port'];
            $this-&gt;user = $this-&gt;config['user'];
            $this-&gt;pass = $this-&gt;config['password'];
            # instancia e retorna objeto
            $this-&gt;con = mysql_connect( ""$this-&gt;host"", ""$this-&gt;user"", ""$this-&gt;pass"" );
            mysql_select_db( ""$this-&gt;dbname"" );
            if ( !$this-&gt;con )
            {
                throw new Exception( ""Falha na conexão MySql com o banco [$this-&gt;dbname] em database.conf.php"" );
            }
            else
            {
                return $this-&gt;con;
            }
            $this-&gt;url = $_SERVER['SCRIPT_NAME'];
        }
        catch ( Exception $e )
        {
            echo $e-&gt;getMessage();
            exit;
        }
        return $this;
    }

    public function query( $query = '' )
    {
        try
        {
            if ( $query == '' )
            {
                throw new Exception( 'mysql query: A query deve ser informada como parâmetro do método.' );
            }
            else
            {
                $this-&gt;query = $query;
                if($this-&gt;pagination == true){  
                    $this-&gt;result = mysql_query( $this-&gt;query );
                    $this-&gt;fetchAll();
                    $this-&gt;paginateLink();
                    $this-&gt;query .= "" LIMIT $this-&gt;page, $this-&gt;perpage"";
                    $this-&gt;pagination = false;

                }
                $this-&gt;result = mysql_query( $this-&gt;query );
            }
        }
        catch ( Exception $e )
        {
            echo $e-&gt;getMessage();
            exit;
        }
        return $this;
    }

    public function fetchAll()
    {
        $this-&gt;data = """";
        $this-&gt;rows = 0;
        while ( $row = mysql_fetch_array( $this-&gt;result, MYSQL_ASSOC ) )
        {
            $this-&gt;data[] = $row;
        }
        if ( isset( $this-&gt;data[0] ) )
        {
            $this-&gt;rows = count( $this-&gt;data );
        }
        return $this-&gt;data;
    }

    public function rowCount()
    {
        return @mysql_affected_rows();
    }    

    public function getUrl($perpage)
    {
        $this-&gt;url = $_SERVER['REQUEST_URI'];
        return $this;
    }   
    public function paginate($perpage)
    {
        $this-&gt;pagination = true;
        $this-&gt;perpage = $perpage;
        return $this;
    }
    public function paginateLink()
    {   
        if(!preg_match('/\?/',$this-&gt;url))
        {
            $this-&gt;url .= ""?"";
        }else{
            $this-&gt;url .= ""&amp;"";
        }
        if ( isset( $_GET['page'] ) )
        {
            $this-&gt;current = $_GET['page'];
            $this-&gt;page = $this-&gt;perpage * $_GET['page'] - $this-&gt;perpage;
            if ( $_GET['page'] == 1 )
            {
                $this-&gt;page = 0;
            }
        }
        $this-&gt;total = $this-&gt;rows;
        if ( $this-&gt;rows &gt; $this-&gt;perpage )
        {                           
            $this-&gt;link = ""&lt;div class=\""pagination\""&gt;&lt;ul&gt;"";
            $prox = ""javascript:;"";
            $ant = ""javascript:;"";
            if ( $this-&gt;current &gt;= 2 )
            {
                $ant = $this-&gt;url.""page="" . ($this-&gt;current - 1);
            }
            if ( $this-&gt;current &gt;= 1 &amp;&amp; $this-&gt;current &lt; ($this-&gt;total / $this-&gt;perpage))
            {
                $prox = $this-&gt;url.""page="" . ($this-&gt;current + 1);
            }
            $this-&gt;link .= '&lt;li&gt;&lt;a href=""' . $ant . '""&gt;&amp;laquo;&lt;/a&gt;&lt;/li&gt;';
            $from = round( $this-&gt;total / $this-&gt;perpage );
            if($from == 1){$from++;}

            for ( $i = 1; $i &lt;= $from ; $i++ )
            {
                if ( $this-&gt;current == $i )
                {
                    $this-&gt;link .= ""&lt;li class=\""active\""&gt;&lt;a&gt;$i&lt;/a&gt;&lt;/li&gt;\n"";
                }
                else
                {
                    $this-&gt;link .= ""&lt;li&gt;&lt;a href=\"""".$this-&gt;url.""page=$i\""&gt;$i&lt;/a&gt;&lt;/li&gt;\n"";
                }
            }
            $this-&gt;link .= '&lt;li&gt;&lt;a href=""' . $prox . '""&gt;&amp;raquo;&lt;/a&gt;&lt;/li&gt;';
            $this-&gt;link .= ""&lt;/ul&gt;\n"";
            $this-&gt;link .= ""&lt;/div&gt;\n"";
        }   
        return $this;
    }

    public function cut($str,$chars,$info=  '')
    {
        if ( strlen( $str ) &gt;= $chars )
        {
            $str = preg_replace( '/\s\s+/', ' ', $str );
            $str = strip_tags( $str );
            $str = preg_replace( '/\s\s+/', ' ', $str );
            $str = substr( $str, 0, $chars );
            $str = preg_replace( '/\s\s+/', ' ', $str );
            $arr = explode( ' ', $str );
            array_pop( $arr );
            //$arr = preg_replace('/\&amp;nbsp;/i',' ',$arr);
            $final = implode( ' ', $arr ) . $info;
        }
        else
        {
            $final = $str;
        }
        return $final;
    }

}
</code></pre>
","<php><html><character-encoding>","101","31761"
